uid,data_provider,region,lat(degrees),lon(degrees),date(yyyymmdd),time(hh:mm:ss),abun(cells/L),severity,distance_to_water(m)
dyoh,California_Environmental_Data_Exchange_Network,west,372953,-120.85,20180109,18:50:00,1049099,4,9
dyop,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3590868655,-7914737821,20210524,0:01:00,22268,2,230
dypp,California_Environmental_Data_Exchange_Network,west,374419,-121003,20160809,19:20:00,2123003,4,872
dyqe,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3586635632,-788085884,20160406,0:01:00,2033,1,121
dyqt,California_Environmental_Data_Exchange_Network,west,368739,-121745,20180424,20:00:00,8440,4,2152
dyqu,Connecticut_State_Department_of_Public_Health,northeast,41372832,-72322231,20190709,22:45:00,279291,1,29
dyrb,Pennsylvania_Department_of_Environmental_Protection,northeast,4128985,-80182,20200910,16:00:00,256.6,3,21
dyrm,California_Environmental_Data_Exchange_Network,west,380739,-121212,20180717,18:40:00,20025125,4,2898
dysm,California_Environmental_Data_Exchange_Network,west,373711,-122118,20140226,5:55:00,6765,4,2526
dyso,US_Army_Corps_of_Engineers,northeast,41264992,-80461386,20150701,13:30:00,2633126605,2,0
dysr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.04,-7908813519,20180503,0:01:00,8043,1,0
dytc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3562476,-7870642947,20160525,0:01:00,20747,2,778
dytu,EPA_Central_Data_Exchange,midwest,43.6,-86916667,20150416,0:01:00,28036272,1,0
dyug,California_Environmental_Data_Exchange_Network,west,372486,-120851,20180911,18:45:00,1401558,4,488
dyul,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.51,-7909263367,20170624,0:01:00,3389,1,734
dyuy,California_Environmental_Data_Exchange_Network,west,353575,-120812,20130917,15:15:00,1701057,4,1176
dyvc,EPA_Central_Data_Exchange,midwest,44.74,-82.06,20160808,0:01:00,4930520691,1,0
dywk,EPA_National_Aquatic_Research_Survey,midwest,395984,-9164976,20170925,0:01:00,39.6,2,0
dywm,California_Environmental_Data_Exchange_Network,west,378817,-121249,20140415,18:10:00,6037316,4,788
dyxo,EPA_Central_Data_Exchange,midwest,41935,-81478333,20190421,0:01:00,778785333,1,0
dyya,California_Environmental_Data_Exchange_Network,west,378189,-121358,20201117,18:10:00,54609155,4,162
dyyf,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3562623781,-7931172468,20160406,0:01:00,342,1,707
dyza,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3568827664,-7919649428,20200924,0:01:00,339,1,710
dzaf,California_Environmental_Data_Exchange_Network,west,377705,-121292,20130716,20:00:00,11623355,4,138
dzai,US_Army_Corps_of_Engineers,midwest,41353881,-80754718,20181010,17:00:00,2616438061,1,0
dzan,California_Environmental_Data_Exchange_Network,west,374788,-121068,20191205,17:30:00,1102059,4,144
dzbf,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3564646497,-7927415493,20180809,0:01:00,66047,2,763
dzbg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.96,-78.58,20200827,0:01:00,723235,3,130
dzbx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,359100841,-791585635,20130212,0:01:00,3.53,1,1042
dzch,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3565588657,-7925665533,20140115,0:01:00,24.15,2,158
dzcn,EPA_Central_Data_Exchange,northeast,42416667,-79.8,20150426,0:01:00,3279021912,1,0
dzcy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-7902767753,20181107,0:01:00,45905,1,266
dzdx,Pennsylvania_Department_of_Environmental_Protection,northeast,40419767,-76601793,20180621,12:23:00,667,1,0
dzel,Pennsylvania_Department_of_Environmental_Protection,northeast,3981221,-7718453,20200910,17:15:00,9533,1,0
dzeo,Indiana_State_Department_of_Health,midwest,3878199034,-8569828611,20160822,18:20:00,521.71,3,0
dzfg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3586564201,-7880287148,20150909,0:01:00,3873,1,445
dzfk,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3563467466,-7929605414,20150520,0:01:00,1565,1,761
dzgd,California_Environmental_Data_Exchange_Network,west,376667,-120898,20210129,17:30:00,34288595,4,786
dzhr,California_Environmental_Data_Exchange_Network,west,379674,-121464,20190917,17:00:00,1139.54,4,124
dzhv,California_Environmental_Data_Exchange_Network,west,385901,-121731,20141202,21:10:00,1461822,4,1838
dzjc,Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,38483121680000000,-7512969166,20160823,13:11:00,44.5,2,0
dzkj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3590045653,-7908150932,20170621,0:01:00,12.41,1,97
dzlb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.61,-7900370946,20210913,0:01:00,4841,1,1769
dzlh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.94,-7910380573,20210824,0:01:00,92365,2,709
dznb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3572343464,-7913119211,20130919,0:01:00,7745,1,874
dznd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.44,-7887644579,20190917,0:01:00,165,1,334
dzob,Connecticut_State_Department_of_Public_Health,northeast,41512172,-73476168,20150604,18:52:00,324324,3,0
dzon,California_Environmental_Data_Exchange_Network,west,376939,-122072,20150707,16:45:00,2097345,4,1899
dzop,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.13,-7872233743,20190802,0:01:00,17917,1,617
dzpg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88,-7912367815,20140812,0:01:00,23236,2,453
dzpm,Pennsylvania_Department_of_Environmental_Protection,northeast,404784,-7526642,20210812,20:00:00,766667,3,19
dzpr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3591039467,-7916104912,20130423,0:01:00,7261,1,1257
dzry,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3925322842,-9658069682,20211011,0:01:00,32403,2,26
dzsc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35063,-7911705401,20201209,0:01:00,73,1,1813
dzsu,California_Environmental_Data_Exchange_Network,west,38307,-121794,20160518,21:20:00,1866079995,4,251
dztm,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3921155,-9700559,20160725,0:01:00,31966.2,5,26
dzto,California_Environmental_Data_Exchange_Network,west,380739,-121212,20210720,17:00:00,2813381,4,2898
dzuo,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.35,-7911334647,20190910,0:01:00,4478,1,1169
dzuw,California_Environmental_Data_Exchange_Network,west,377261,-122163,20140209,1:15:00,7165,4,1954
dzwu,Pennsylvania_Department_of_Environmental_Protection,northeast,4040586,-76.08,20190716,14:04:00,12000,5,0
dzxc,EPA_Central_Data_Exchange,midwest,47513167,-90148667,20170826,0:01:00,869812191,1,0
dzxy,US_Army_Corps_of_Engineers,south,38927118,-80497177,20160727,17:15:00,794495,1,0
dzzz,EPA_Central_Data_Exchange,midwest,41840833,-82916667,20160404,0:01:00,5892823154,1,0
eaam,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3567121663,-792281814,20150422,0:01:00,508,1,633
eabd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-7880411428,20190417,0:01:00,6789,1,203
eacb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3590499081,-7911779935,20190822,0:01:00,93817,2,651
eacl,Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,3876866665,-7531788333,20170628,11:45:00,3625,1,0
eacq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3570538988,-7916470829,20160831,0:01:00,254,1,689
eacr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3566613322,-7923762328,20170621,0:01:00,40664,2,95
eadl,California_Environmental_Data_Exchange_Network,west,372764,-120954,20160614,16:40:00,5850,4,641
eadu,California_Environmental_Data_Exchange_Network,west,379792,-121.57,20200218,19:10:00,15987065,4,144
eaes,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.67,-7904977448,20200709,0:01:00,6898,1,335
eaev,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.74,-79.02,20190904,0:01:00,425154,3,0
eafs,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3590759957,-7913867855,20200924,0:01:00,2905,1,455
eahb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3586526933,-7879988873,20150806,0:01:00,621575,3,756
eahy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3563227934,-7930050319,20160607,0:01:00,5009,1,1122
eaic,Indiana_State_Department_of_Health,midwest,3958638333,-8499486667,20160613,13:00:00,6188,1,0
eaio,EPA_Central_Data_Exchange,midwest,44.74,-82.06,20140811,0:01:00,769795027,1,0
eaja,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3772797,-9782922,20160607,0:01:00,362.88,3,0
eake,EPA_Central_Data_Exchange,northeast,43716667,-78026667,20140817,0:01:00,1158523636,1,0
ealo,California_Environmental_Data_Exchange_Network,west,382996,-121383,20180515,15:05:00,5260,4,1627
eamn,California_Environmental_Data_Exchange_Network,west,369818,-120221,20130108,1:20:00,30185405,4,3662
eamv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3565692454,-7925472741,20130710,0:01:00,1.67,1,93
eamy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.13,-7872358024,20190929,0:01:00,3139,1,715
eamz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36055,-78763,20131202,0:01:00,417288,3,0
eans,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36055,-78763,20150514,0:01:00,57728,2,0
earb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3566898099,-7923233385,20160217,0:01:00,18.88,1,515
easa,California_Environmental_Data_Exchange_Network,west,368686,-120182,20171010,16:50:00,553.37,3,2244
eatf,Indiana_State_Department_of_Health,midwest,4170986917,-850363,20160802,13:35:00,37906,2,9
eath,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3572508475,-7912812721,20180606,0:01:00,6.39,1,768
eatn,EPA_Central_Data_Exchange,midwest,48437167,-870985,20170825,0:01:00,790992,1,0
eatw,Indiana_State_Department_of_Health,midwest,4077949407,-8563747222,20180730,19:30:00,128596,3,0
eaty,California_Environmental_Data_Exchange_Network,west,336401,-117553,20160420,16:10:00,1812.75,4,901
eatz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,358879407,-7898133889,20190611,0:01:00,135788,3,320
eaua,California_Environmental_Data_Exchange_Network,west,349638,-120642,20200317,17:10:00,5720,4,337
eaxa,California_Environmental_Data_Exchange_Network,west,363247,-119079,20170524,21:25:00,687.5,3,138
eaxv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3566349837,-7924251723,20190115,0:01:00,2004,1,188
eayf,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3561133,-7898307882,20160831,0:01:00,14523,1,386
eazl,California_Environmental_Data_Exchange_Network,west,385901,-121731,20150319,0:10:00,4030,4,1838
ebaa,California_Environmental_Data_Exchange_Network,west,367593,-121755,20211215,16:10:00,3843,4,147
ebbg,California_Environmental_Data_Exchange_Network,west,344316,-119847,20130529,17:45:00,1107538,4,696
ebbq,EPA_Central_Data_Exchange,midwest,480825,-89252383,20140827,0:01:00,2284737849,1,0
ebbr,California_Environmental_Data_Exchange_Network,west,375582,-121164,20190709,16:30:00,6065,4,1089
ebfk,US_Army_Corps_of_Engineers,northeast,39794631,-79368053,20190905,17:30:00,6708237986,1,0
ebfx,California_Environmental_Data_Exchange_Network,west,375477,-121085,20200310,15:30:00,2552861,4,566
ebgx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3565389047,-7926036287,20141230,0:01:00,49.65,2,544
ebhj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3566357821,-7924236893,20181206,0:01:00,501,1,167
ebhq,California_Environmental_Data_Exchange_Network,west,379674,-121464,20160106,18:00:00,989741,3,124
ebio,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36055,-78763,20160809,0:01:00,115767,3,0
ebje,Pennsylvania_Department_of_Environmental_Protection,northeast,39997102,-79236605,20200825,0:01:00,0,1,0
ebjt,Indiana_State_Department_of_Health,midwest,38814,-8608063972,20180723,20:15:00,15489,1,0
ebjw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36592,-7906401145,20140717,0:01:00,1525,1,761
ebki,Indiana_State_Department_of_Health,midwest,39474744,-86898353,20210628,14:30:00,267786,3,0
ebkt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.21,-77.94,20190515,0:01:00,67885,2,86
ebll,EPA_Central_Data_Exchange,midwest,44.09,-86766667,20180330,0:01:00,157419383,1,0
ebok,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3568836,-7868927871,20160511,0:01:00,726,1,664
ebot,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3590014597,-790790237,20170418,0:01:00,1834,1,377
ebpy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35837,-79001,20150622,0:01:00,823079,3,0
ebqs,New_Mexico_Environment_Department,west,3538212,-10349741,20160929,0:01:00,321666293,2,0
ebrj,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39767323,-96028617,20150914,0:01:00,1842.75,4,0
ebth,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3569894913,-7917667129,20140610,0:01:00,871,1,228
ebua,EPA_Central_Data_Exchange,midwest,42.43,-81205,20130403,0:01:00,1980676984,1,0
ebue,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3561133,-7897611909,20160622,0:01:00,10373,1,576
ebuo,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.17,-790713771,20180531,0:01:00,69897,2,708
ebvt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-7903276923,20200518,0:01:00,1614,1,341
ebwb,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3921155,-9700559,20141013,0:01:00,28.98,2,26
ebwj,California_Environmental_Data_Exchange_Network,west,378208,-121.5,20140211,1:00:00,4654445,3,76
ebwl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3587061108,-7884264137,20180509,0:01:00,2614,1,67
ebwm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3565668501,-7925517231,20130807,0:01:00,7407,1,52
ebwy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.43,-7908605896,20210721,0:01:00,1529,1,625
ebxu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3563643123,-792927915,20160509,0:01:00,924,1,464
ebyh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3587974174,-7891571856,20150806,0:01:00,48409,2,498
ebyu,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3921067,-9697298,20170619,0:01:00,337995,3,0
ecac,California_Environmental_Data_Exchange_Network,west,355621,-119151,20170405,16:30:00,-103606,4,537
ecbq,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3907775,-969059,20160822,0:01:00,22.68,2,0
ecbs,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,356704448,-7922961499,20150622,0:01:00,4321,1,799
ecbt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3568407152,-7920430483,20150723,0:01:00,387032,3,983
ecde,US_Army_Corps_of_Engineers,northeast,42027378,-78967089,20151026,14:40:00,173802037,3,0
ecdk,US_Army_Corps_of_Engineers,northeast,41840964,-79009164,20150930,18:00:00,707905251,1,9
ecdr,California_Environmental_Data_Exchange_Network,west,377705,-121292,20180619,20:10:00,-230253,4,138
ecee,California_Environmental_Data_Exchange_Network,west,391853,-121704,20150318,23:00:00,6615,4,1556
ecef,California_Environmental_Data_Exchange_Network,west,376003,-121224,20170711,16:25:00,5370,4,1306
ecej,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,356820488,-7920806181,20160719,0:01:00,121991,3,1358
ecem,California_Environmental_Data_Exchange_Network,west,365597,-121.51,20151215,18:10:00,3520,4,3512
ecfy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.42,-790775069,20190918,0:01:00,45702,1,475
ecgc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.43,-7908566349,20210519,0:01:00,2221,1,671
ecgw,Pennsylvania_Department_of_Environmental_Protection,northeast,3993722,-7744972,20170801,13:30:00,11333,1,0
echc,California_Environmental_Data_Exchange_Network,west,372583,-120475,20210129,21:40:00,27515075,4,993
eche,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,356398113,-792865134,20170920,0:01:00,47441,2,560
echj,California_Environmental_Data_Exchange_Network,west,379674,-121464,20170418,16:10:00,937637,3,124
ecjp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,357132146,-7915017472,20210518,0:01:00,20332,2,565
ecjs,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3547727,-7888961956,20160729,0:01:00,114.44,3,609
